name,tag,market
Galaxy Bearings Ltd.,GALXBRG.BO,BSE
Rekvina Laboratories Ltd,VINRKLB.BO,BSE
SC Agrotech Limited,SCAGRO.BO,BSE
Rane Computers Consultancy Ltd,RANCC.BO,BSE
Sathavahana Ispat Ltd.,SATHAISPAT.BO,BSE
Ravileela Granites Limited,RALEGRA.BO,BSE
Uniroyal Marine Exports Ltd.,UNRYLMA.BO,BSE
Karan Woo-sin ltd.,KARANWO.BO,BSE
Shervani Industrial syndicate Ltd,SHERVANI.BO,BSE
BN HOLDINGS LIMITED,BNHOLDINGS.BO,BSE
Supertex Industries Ltd,SUPERTEX.BO,BSE
Shetron Ltd.,SHETR.BO,BSE
Transgene Biotek Ltd.,TRABI.BO,BSE
MPL Plastics Limited,MPL.BO,BSE
Nikhil Adhesives Ltd.,NIKHILAD.BO,BSE
Spenta International Ltd.,SPENTA.BO,BSE
Multibase India Ltd,MULTIBASE.BO,BSE
Andrew Yule & Company Ltd,ANDREWYU.BO,BSE
Ludlow Jute & Specialities Ltd,LUDLOWJUT.BO,BSE
Ashram Online.com Ltd,ASHRAM.BO,BSE
Royal Cushion Vinyl Products Ltd.,ROYALCU.BO,BSE
Neogem India Limited,NOGMIND.BO,BSE
Suraj Industries Limited.,SURJIND.BO,BSE
Hitech Corporation Limited,HITECHCORP.BO,BSE
Bloom Dekor Ltd.,BLOOM.BO,BSE
Filatex India Ltd.,FILATEX.BO,BSE
Standard Surfactants Ltd.,STDSFAC.BO,BSE
Mercator Limited,MERCATOR.BO,BSE
Morgan Ventures Ltd.,MORGAN.BO,BSE
Amrapali Industries Ltd,AMRAPLIN.BO,BSE
Premier Explosives Ltd.,PREMEXPLN.BO,BSE
Mid East Portfolio Management Ltd.,MIDEASTP.BO,BSE
Mold-Tek Technologies Ltd,MOLDTECH.BO,BSE
Crestchem Ltd.,CRSTCHM.BO,BSE
Mphasis Limited,MPHASIS.BO,BSE
Medinova Diagnostic Services Ltd.,MEDINOV.BO,BSE
DIVYASHAKTI LIMITED,DIVSHKT.BO,BSE
Orient Press ltd.,ORIENTLTD.BO,BSE
Advance Multitech Ltd.,ADVMULT.BO,BSE
Shreyas Intermediates Ltd.,SHREYASI.BO,BSE
Panjon Ltd.,PANJON.BO,BSE
Nirbhay Colours India Limited,NIRBHAYIND.BO,BSE
Duropack Ltd,DUROPACK.BO,BSE
SWARNSARITA JEWELS INDIA LIMITED,SWARNSAR.BO,BSE
Ganesh Housing Corporation Ltd.,GANESHHOUC.BO,BSE
NMDC Ltd,NMDC.BO,BSE
Cindrella Hotels Ltd.,CINDHO.BO,BSE
Patel Integrated Logistics Ltd,PATINTLOG.BO,BSE
Gujarat Perstorp Electronics Ltd.,GUJPE.BO,BSE
Alphageo (India)Ltd.,ALPHAGEO.BO,BSE
HAMPTON SKY REALTY LIMITED,HAMPTON.BO,BSE
Kkalpana Industries (India) Ltd,KKALPANAIND.BO,BSE
OK Play India Ltd.,OKPLA.BO,BSE
Kriti Industries (India) Ltd.,KRITI.BO,BSE
Welterman International Ltd.,WELTI.BO,BSE
ASM Technologies Ltd.,ASMTEC.BO,BSE
Perfectpac Limited,PERFEPA.BO,BSE
Ambitious Plastomac Ltd.,AMBIT.BO,BSE
Vision Cinemas Limited,VISIONCINE.BO,BSE
Artificial Electronics Intelligent Material Limited,AEIM.BO,BSE
Indrayani Biotech Ltd.,INDRANIB.BO,BSE
Euro Leder Fashion Ltd.,EUROLED.BO,BSE
Winsome Breweries Ltd.,WINSOMBR.BO,BSE
Elegant Floriculture & Agrotech (In,ELEFLOR.BO,BSE
South Asian Enteprises Ltd.,SAENTER.BO,BSE
Sky Industries Ltd,SKYIND.BO,BSE
Phoenix International Ltd.,PHOENXINTL.BO,BSE
BHUDEVI INFRA PROJECTS LIMITED,BHUDEVI.BO,BSE
Pratik Panels Ltd.,PRATIK.BO,BSE
Rishiroop Limited,RISHIROOP.BO,BSE
PROMACT IMPEX LIMITED,PROMACT.BO,BSE
Sterling Green  Woods  Limited,STRGRENWO.BO,BSE
Dolphin Medical Services Ltd.,DOLPHMED.BO,BSE
Systematix Corporate Services Ltd.,SYSTMTXC.BO,BSE
Shahi Shipping Limited,SHAHISHIP.BO,BSE
Interlink Petroleum Ltd.,INTLNKP.BO,BSE
Alpine Housing Development Corporat,ALPINEHOU.BO,BSE
Sanghi Industries Ltd.,SANGHIIND.BO,BSE
WORLDWIDE ALUMINIUM LIMITED,WWALUM.BO,BSE
IIRM HOLDINGS INDIA LIMITED,IIRM.BO,BSE
Square Four Projects India Limited,SFPIL.BO,BSE
Maximaa Systems ltd.,MAXIMAA.BO,BSE
Scanpoint Geomatics Limited,SCANPGEOM.BO,BSE
Choksi Laboratories Ltd.,CHOKSILA.BO,BSE
Country Club Hospitality & Holidays Ltd,CCHHL.BO,BSE
Salguti Industries Ltd.,SALGUTI.BO,BSE
James Hotels ltd.,JAMEHOT.BO,BSE
Longview Tea Company ltd.,LONTE.BO,BSE
Midwest Gold Ltd,MIDWEST.BO,BSE
Enterprise International Limited,ENTRINT.BO,BSE
TECHINDIA NIRMAN LIMITED,TECHIN.BO,BSE
TPL Plastech Limited,TPLPLASTEH.BO,BSE
Wim Plast Ltd.,WIMPLAST.BO,BSE
Photoquip India Ltd.,PHOTOQUP.BO,BSE
Liberty Shoes Ltd.,LIBERTSHOE.BO,BSE
Lippi Systems Ltd.,LIPPISYS.BO,BSE
Electrotherm (India) Ltd,ELECTHERM.BO,BSE
Blue Dart Express Ltd.,BLUEDART.BO,BSE
Expo Gas Containers Ltd.,EXPOGAS.BO,BSE
National Plastic Industries Ltd.,NATPLAS.BO,BSE
MFL India Ltd,MFLINDIA.BO,BSE
Ajwa Fun World & Resorts Ltd,AJWAFUN.BO,BSE
Texel Industries Ltd.,TEXELIN.BO,BSE
Royale Manor Hotels & Industries Lt,RAYALEMA.BO,BSE
Mirza International  Limited,MIRZAINT.BO,BSE
Tourism Finance Corpn. Of India Ltd,TFCILTD.BO,BSE
Cals Refineries Ltd,CALSREF.BO,BSE
Thakker's Developers Ltd.,THAKDEV.BO,BSE
Rajdarshan Industries Ltd.,ARENTERP.BO,BSE
Bhartiya International Ltd.,BIL.BO,BSE
Kamat Hotels (India) ltd.,KAMATHOTEL.BO,BSE
Matra Kaushal Enterprise Limited,MKEL.BO,BSE
Tirth Plastic Ltd.,TIRTPLS.BO,BSE
DSJ KEEP LEARNING LIMITED,KEEPLEARN.BO,BSE
Univa Foods Limited,UNIVAFOODS.BO,BSE
Polo Hotels Ltd.,POLOHOT.BO,BSE
Fenoplast ltd.,FENOPLAS.BO,BSE
Ecoplast Ltd.,ECOPLAST.BO,BSE
Elegant Marbles & Grani Industries,ELEMARB.BO,BSE
Alchemist Limited,ALCHEM.BO,BSE
BITS Ltd,BITS.BO,BSE
Adarsh Plant Project Ltd.,ADARSHPL.BO,BSE
HCP PLASTENE BULKPACK LIMITED,HPBL.BO,BSE
Nicco Parks And Resorts Ltd.,NICCOPAR.BO,BSE
NTC INDUSTRIES LIMITED,NTCIND.BO,BSE
Sandesh Ltd.,SANDESH.BO,BSE
Garnet Construction Ltd.,GARNET.BO,BSE
Goldiam International Ltd.,GOLDIAM.BO,BSE
Bright Brothers Ltd.,BRIGHTBR.BO,BSE
Corporate Courier and Cargo Ltd,CORPOCO.BO,BSE
Narmada Gelatines Ltd.,SHAWGELTIN.BO,BSE
Credence Sound & Vision Ltd.,CREDENCE.BO,BSE
P.G.Foils Ltd.,PGFOILQ.BO,BSE
Gratex Industries Ltd.,GRATEXI.BO,BSE
Velan Hotels Ltd.,VELHO.BO,BSE
Howard Hotels Limited,HOWARHO.BO,BSE
Pressure Sensitive Systems (India),PRESSURS.BO,BSE
Valiant Communications Ltd.,VALIANT.BO,BSE
Dr.Agarwals Eye Hospital Ltd.,DRAGARWQ.BO,BSE
Mahasagar Travels Ltd.,MHSGRMS.BO,BSE
Greenply Industries Ltd,GREENPLY.BO,BSE
Union Quality Plastics Ltd.,UNQTYMI.BO,BSE
Seamec Ltd,SEAMECLTD.BO,BSE
Raghunath International Ltd.,RAGHUNAT.BO,BSE
Cheviot Co.Ltd.,CHEVIOT.BO,BSE
Dai-Ichi Karkaria Ltd.,DAICHI.BO,BSE
Rajeswari Infrastructure Limited,RAJINFRA.BO,BSE
SPICE ISLANDS INDUSTRIES LIMITED,SPICEISLIN.BO,BSE
Confidence Petroleum India Limited,CONFIPET.BO,BSE
Shelter Infra Projects Limited,SIPL.BO,BSE
Shakti Press Ltd.,SHAKTIPR.BO,BSE
Ashirwad Steels & Industries  Ltd.,ASHSI.BO,BSE
Banaras Beads Ltd.,BANARBEADS.BO,BSE
Arex Industries Ltd.,AREXMIS.BO,BSE
Bilcare Ltd.,BI.BO,BSE
ISF LIMITED,ISFL.BO,BSE
Rishi Laser  Ltd.,RISHILASE.BO,BSE
Jainco Projects (India) Ltd.,JAINCO.BO,BSE
Kumbhat Financial Services Ltd.,KUMPFIN.BO,BSE
Intec Capital Limited,INTECCAP.BO,BSE
Rajasthan Gases Ltd.,RAJGASES.BO,BSE
Siddheswari Garments Ltd.,SIDDHEGA.BO,BSE
63 Moons Technologies Limited,63MOONS.BO,BSE
Shikhar Consultants Ltd.,SHIKHAR.BO,BSE
Sarla Performance Fibers Ltd,SARLAPOLY.BO,BSE
Indo Credit Capital Ltd.,INDOCRED.BO,BSE
Market Creators Ltd.,MKTCREAT.BO,BSE
HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL.BO,BSE
Sonal Adhesives Ltd.,SONALAD.BO,BSE
Padmanabh Industries Limited,PADMAIND.BO,BSE
CHD Developers Ltd,CHDDLTD.BO,BSE
Twentyfirst Century Management Serv,21STCENMGM.BO,BSE
Bobshell Electrodes Ltd.,BOBSHELL.BO,BSE
Dion Global Solutions Limited,DION.BO,BSE
Hariyana Ship Breakers Ltd.,HRYNSHP.BO,BSE
ARUNIS ABODE LIMITED,ARUNIS.BO,BSE
Vaishno Cement Co. Ltd.,VAICC.BO,BSE
Tyroon Tea Co. Ltd.,TYROON.BO,BSE
La Opala RG Ltd.,LAOPALA.BO,BSE
Stylam Industries Limited,STYLAMIND.BO,BSE
Venus Remedies Ltd.,VENUSREM.BO,BSE
Woodsvilla Limited,WOODSVILA.BO,BSE
LAST MILE ENTERPRISES LIMITED,LASTMILE.BO,BSE
Gujarat Craft Industries Ltd.,GUJCRAFT.BO,BSE
Heera Ispat Ltd.,HEERAISP.BO,BSE
Dhoot Industrial Finance Ltd.,DHOOTIN.BO,BSE
Crimson Metal Engineering Company Ltd,CRIMSON.BO,BSE
SHRI BAJRANG ALLIANCE LIMITED,SHBAJRG.BO,BSE
Ashoka Refineries Ltd.,ASHOKRE.BO,BSE
Urja Global Limited,URJA.BO,BSE
Ashapura Minechem Ltd,ASHAPURMIN.BO,BSE
Shree Pacetronix Ltd,SHREEPAC.BO,BSE
Atcom Technologies Ltd.,ATCOM.BO,BSE
Gujarat Alkalis & Chemicals Ltd.,GUJALKALI.BO,BSE
India Cements Ltd.,INDIACEM.BO,BSE
JK Tyre & Industries Ltd.,JKTYRE.BO,BSE
Mangalore Chemicals & Fertilisers L,MANGCHEFER.BO,BSE
Standard Industries Ltd.,SIL.BO,BSE
JUBILANT PHARMOVA LIMITED,JUBLPHARMA.BO,BSE
THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST.BO,BSE
Samyak International Limited,SAMYAKINT.BO,BSE
Aadi Industries Ltd,AADIIND.BO,BSE
Santosh Fine-Fab Ltd.,SANTOSHF.BO,BSE
Sree Jayalakshmi Autospin Ltd.,SREEJAYA.BO,BSE
Lords Chemicals Ltd.,LORDSCH.BO,BSE
Acknit Industries Ltd,ACKNIT.BO,BSE
Titan Securities Ltd.,TITANSEC.BO,BSE
J.J.Exporters Ltd.,JJEXPO.BO,BSE
REAL ECO-ENERGY LIMITED,REALECO.BO,BSE
Harmony Capital Services Ltd.,HRMNYCP.BO,BSE
Vivanza Biosciences Limited,VIVANZA.BO,BSE
Yashraj Containeurs Ltd.,YASHRAJC.BO,BSE
Lords Ishwar Hotels Limited,LORDSHOTL.BO,BSE
CSL Finance Limited,CSLFINANCE.BO,BSE
Parsoli Corporation Ltd.,PARSOLI.BO,BSE
Sanghvi Movers Ltd.,SANGHVIMOV.BO,BSE
Selan Exploration Technology Ltd.,SELAN.BO,BSE
PURETROP FRUITS LIMITED,PURETROP.BO,BSE
Faze Three Ltd.,FAZE3Q.BO,BSE
ACE EDUTREND LIMITED,ACEEDU.BO,BSE
PRADHIN LIMITED,PRADHIN.BO,BSE
ANUPAM FINSERV LIMITED,ANUPAM.BO,BSE
Raj Packaging Industries Ltd.,RAJPACK.BO,BSE
PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL.BO,BSE
Natraj Proteins Ltd.,NATRAJPR.BO,BSE
Samrat Pharmachem Ltd.,SAMRATPH.BO,BSE
NPR Finance Ltd.,NPRFIN.BO,BSE
Nile Ltd.,NILE.BO,BSE
Udaipur Cement Works Limited,UDAICEMENT.BO,BSE
Amco India Ltd.,AMCOIND.BO,BSE
Optiemus Infracom Limited,OPTIEMUS.BO,BSE
Kreon Finnancial Services Limited,KREONFIN.BO,BSE
Gyan Developers & Builders Ltd.,GYANDEV.BO,BSE
Kisan Mouldings Ltd.,KISAN.BO,BSE
KSL AND INDUSTRIES LTD,KSLIND.BO,BSE
Vijay Textiles Ltd.,VIJAYTX.BO,BSE
Garodia Chemicals Ltd.,GARODCH.BO,BSE
Kerala Ayurveda Limited,KERALAYUR.BO,BSE
Moongipa Capital Finance Ltd.,MONGIPA.BO,BSE
Mohit Paper Mills Ltd.,MOHITPPR.BO,BSE
Daulat Securities Ltd.,DAULAT.BO,BSE
Oscar Global Ltd,OSCARGLO.BO,BSE
Odyssey Technologies Ltd.,ODYSSEY.BO,BSE
SPS International Ltd,SPSINT.BO,BSE
RSC International Limited,RSCINT.BO,BSE
Surat Trade and Mercantile Limited,SURATRAML.BO,BSE
Atharv Enterprises Limited,ATHARVENT.BO,BSE
FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER.BO,BSE
Themis Medicare Ltd.,THEMISMED.BO,BSE
KALLAM TEXTILES LTD,KALLAM.BO,BSE
Brawn Biotech Limited,BRAWN.BO,BSE
Fortune International Ltd.,FORINTL.BO,BSE
Kings Infra Ventures Limited,KINGSINFR.BO,BSE
Swojas Energy Foods Ltd.,SWOEF.BO,BSE
Nutricircle Limited,NUTRICIRCLE.BO,BSE
Subhash Silk Mills Ltd.,SUBSM.BO,BSE
Auro Laboratories Ltd.,AUROLAB.BO,BSE
KJMC Financial Services Ltd.,KJMCFIN.BO,BSE
Suven Life Sciences Ltd.,SUVEN.BO,BSE
Mangalya Soft-Tech Ltd.,MANGASOF.BO,BSE
Aryaman Financial Services Ltd.,ARYAMAN.BO,BSE
Bridge Securities Ltd.,BRIDGESE.BO,BSE
Risa International Limited,RISAINTL.BO,BSE
Rajasthan Tube Mfg. Co,RAJTUBE.BO,BSE
Kay Power And Paper Ltd,KAYPOWR.BO,BSE
Inter State Oil Carrier Ltd,INTSTOIL.BO,BSE
Global Capital Markets Ltd.,GLOBALCA.BO,BSE
Sainik Finance and Industries Ltd,SAINIK.BO,BSE
ARIGATO UNIVERSE LIMITED,ARIGATO.BO,BSE
Rich Universe Network Ltd,RICHUNV.BO,BSE
Quantum Digital Vision (India) Ltd.,QUANTDIA.BO,BSE
S.P.Capital Financing Ltd.,SPCAPIT.BO,BSE
PAOS INDUSTRIES LIMITED,PAOS.BO,BSE
Shri Rajivlochan Oil Extraction Ltd,SHRAJOI.BO,BSE
Kothari Products Ltd.,KOTHARIPRO.BO,BSE
Piccadily Agro Industries ltd.,PICCADIL.BO,BSE
Chaman Lal Setia Exports Ltd.,CLSEL.BO,BSE
Chandra Prabhu International Ltd.,CHANDRAP.BO,BSE
KIMIA BIOSCIENCES LIMITED,KIMIABL.BO,BSE
Hindustan Tin Works Ltd.,HINDTIN.BO,BSE
Godavari Drugs Ltd.,GODAVARI.BO,BSE
Premco Global Ltd.,PREMCO.BO,BSE
Emgee Cables & Communications Ltd.,EMGEECA.BO,BSE
Mukesh Babu Financial Services Ltd.,MUKESHB.BO,BSE
Genus Power Infrastructures Ltd,GENUSPOWER.BO,BSE
ASIAN ENERGY SERVICES LTD,ASIANENE.BO,BSE
KBS INDIA LIMITED,KBSINDIA.BO,BSE
PRABHHANS INDUSTRIES LIMITED,PRABHHANS.BO,BSE
Ugar Sugar Works Ltd.,UGARSUGAR.BO,BSE
Orient Bell Limited,ORIENTBELL.BO,BSE
NRB Bearings Ltd.,NRBBEARING.BO,BSE
Vamshi Rubber Ltd.,VAMSHIRU.BO,BSE
Nila Infrastructures Ltd,NILAINFRA.BO,BSE
DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO.BO,BSE
Vinyoflex Ltd.,VINYOFL.BO,BSE
Jindal Capital Ltd.,JINDCAP.BO,BSE
EPIC Energy Ltd.,EPIC.BO,BSE
Sumedha Fiscal Services Ltd.,SUMEDHA.BO,BSE
Kuwer Industries Ltd.,KUWERIN.BO,BSE
Choksi Imaging Ltd.,CHOKSI.BO,BSE
Ashish Polyplast Ltd.,ASHISHPO.BO,BSE
Ador Fontech Ltd,ADORFO.BO,BSE
Shiva Global Agro Industries Limited,SHIVAAGRO.BO,BSE
Siddha Ventures Limited,SIDDHA.BO,BSE
Kiran Syntex Ltd.,KIRANSY-B.BO,BSE
Sumeru Industries Ltd.,SUMERUIND.BO,BSE
Rungta Irrigation Ltd.,RUNGTAIR.BO,BSE
Cinerad Communications Ltd.,CINERAD.BO,BSE
Valson Industries Ltd.,VALSONQ.BO,BSE
Saboo Sodium Chloro Ltd.,SABOOSOD.BO,BSE
Gujarat Cypromet Ltd.,GUJCYPROM.BO,BSE
GSL Securities Ltd.,GSLSEC.BO,BSE
Tinna Rubber and Infrastructure Limited,TINNARUBR.BO,BSE
Vikram Thermo (India) Ltd.,VIKRAMTH.BO,BSE
STRATMONT INDUSTRIES LIMITED,STRATMONT.BO,BSE
A.K.Capital Services Ltd.,AKCAPIT.BO,BSE
Relaxo Footwears Ltd.,RELAXO.BO,BSE
Virat Industries Ltd.,VIRAT.BO,BSE
RAJNISH RETAIL LIMITED,RRETAIL.BO,BSE
Terai Tea Co. Ltd.,TERAI.BO,BSE
Manraj Housing Finance Ltd.,MANRAJH.BO,BSE
Marg Ltd,MARG.BO,BSE
Cosco (India) ltd.,COSCO.BO,BSE
Ken Financial Services Ltd.,KENFIN.BO,BSE
Shilpa Medicare Ltd.,SHILPAMED.BO,BSE
Paramount Communications Ltd.,PARACABLES.BO,BSE
NCL Research And Financial Services,NCLRESE.BO,BSE
POPEES CARES LIMITED,POPEES.BO,BSE
Explicit Finance Limited,EXPLICITFIN.BO,BSE
Ladderup Finance Ltd.,LADDERUP.BO,BSE
U. Y. FINCORP LIMITED,UYFINCORP.BO,BSE
Ekam Leasing & Finance Co. Ltd.,EKAMLEA.BO,BSE
Swastika Investmart Ltd,SWASTIKA.BO,BSE
Prima Plastics Ltd.,PRIMAPLA.BO,BSE
TeleCanor Global Limited,TELECANOR.BO,BSE
Jagsonpal Finance & Leasing Ltd.,JAGSONFI.BO,BSE
GSL Nova Petrochemicals Limited,GSLNOVA.BO,BSE
Carnation Industries Ltd.,CARNATIN.BO,BSE
Sturdy Industries Ltd.,STURDY.BO,BSE
Garg Furnace Ltd.,GARGFUR.BO,BSE
Sampre Nutritions Ltd.,SAMPRE.BO,BSE
Akar Auto Industries Limited,AAIL.BO,BSE
Vipul Organics Limited,VIPULORG.BO,BSE
Eco Recycling Limited,ECORECO.BO,BSE
Goodluck India Limited,GOODLUCK.BO,BSE
Goyal Associates Ltd.,GOYALASS.BO,BSE
Zenith Health Care Ltd.,ZENITHHE.BO,BSE
Sri Nandaa Spinners Limited,SRINANDAA.BO,BSE
ACE ENGITECH LIMITED,ACEENGITEC.BO,BSE
York Exports Ltd.,YORKEXP.BO,BSE
Supreme Holdings & Hospitality (India) Ltd,SUPREME.BO,BSE
Pithampur Poly Products Ltd.,PITHP.BO,BSE
Lykis Limited,LYKISLTD.BO,BSE
Prime Property Development Corporation Ltd.,PRIMEPRO.BO,BSE
Zenlabs Ethica Limited,ZENLABS.BO,BSE
Raj Rayon Industries Limited,RAJRILTD.BO,BSE
KDJ Holidayscapes and Resorts Limited,KDJHRL.BO,BSE
Info-Drive Software Ltd.,INFODRIVE.BO,BSE
Flora Textiles Ltd.,FLORATX.BO,BSE
Gowra Leasing & Finance Ltd.,GOWRALE.BO,BSE
Jagan Lamps Ltd.,JAGANLAM.BO,BSE
AJEL Limited,AJEL.BO,BSE
Alps Industries Ltd.,ALPSINDUS.BO,BSE
Asit C Mehta Financial Services Limited,ASITCFIN.BO,BSE
ENCODE PACKAGING INDIA LIMITED,ENCODE.BO,BSE
Super Bakers (India) Ltd.,SUPERBAK.BO,BSE
Ovobel Foods Ltd.,OVOBELE.BO,BSE
ACS TECHNOLOGIES LIMITED,ACSTECH.BO,BSE
CHALLANI CAPITAL LIMITED,CHALLANI.BO,BSE
Coral Newsprints Ltd.,CORNE.BO,BSE
Shentracon Chemicals Ltd.,SHENTRA.BO,BSE
Sterling Tools Ltd.,STERTOOLS.BO,BSE
AGARWAL FORTUNE INDIA LIMITED,AGARWAL.BO,BSE
KLG Capital Services Ltd.,KLGCAP.BO,BSE
IVRCL LTD,IVRCLINFRA.BO,BSE
Infra Industries Ltd.,INFRAIND.BO,BSE
Dynamic Protfolio Management & Serv,DYNAMICP.BO,BSE
Inland Printers Ltd.,INLANPR.BO,BSE
Ceejay Finance Limited,CEEJAY.BO,BSE
Suncity Synthetics Ltd.,SUNCITYSY.BO,BSE
Shree Ganesh Elastoplast Ltd,SHGANEL.BO,BSE
Anna Infrastructures Ltd,ANNAINFRA.BO,BSE
Bhageria Industries Limited,BHAGERIA.BO,BSE
Onesource Ideas Venture Limited,OIVL.BO,BSE
BNR Udyog Ltd.,BNRUDY.BO,BSE
KRBL Ltd.,KRBL.BO,BSE
SSPDL Limited,SSPDL.BO,BSE
Daikaffil Chemicals India Ltd.,DAIKAFFI.BO,BSE
Cil Securities Ltd.,CILSEC.BO,BSE
Clio Infotech Ltd.,CLIOINFO.BO,BSE
Shri Bholanath Carpets Limited,SHRIBCL.BO,BSE
Cupid Limited,CUPID.BO,BSE
Sunshield Chemicals Ltd.,SUNSHIEL.BO,BSE
Hipolin Ltd.,HIPOLIN.BO,BSE
GDL Leasing & Finance ltd.,GDLLEAS.BO,BSE
Cosboard Industries Ltd.,COSBOARD.BO,BSE
Chembond Chemicals Ltd.,CHEMBOND.BO,BSE
CAPITAL INDIA FINANCE LIMITED,CIFL.BO,BSE
Arunjyoti Bio Ventures Limited ,ABVL.BO,BSE
Super Crop Safe Ltd.,SUCROSA.BO,BSE
Alka India Ltd.,ALKA.BO,BSE
RKB Agro Industries Limited,RKB.BO,BSE
N.G.Industries Ltd.,NGIND.BO,BSE
Asia Pack Ltd.,ASIAPAK.BO,BSE
Sai Industries Ltd.,SAINDUS.BO,BSE
S.I.Capital And Financial Services,SICAPIT.BO,BSE
ERP Soft Systems Ltd.,ERPSOFT.BO,BSE
J.R. Foods Limited,JRFOODS.BO,BSE
R.R.Securities Ltd.,RRSECUR.BO,BSE
Remsons Industries Ltd.,REMSONSIND.BO,BSE
Integrated Thermoplastics Ltd.,INTETHR.BO,BSE
Ramsons Projects Ltd.,RAMSONS.BO,BSE
Haryana Financial Corporation ltd.,HARAFIN.BO,BSE
Euro Asia Exports Ltd.,EUROASIA.BO,BSE
Stanpacks (India) Ltd.,STANPACK.BO,BSE
Sri Adhikari Brothers Television Ne,SABTNL.BO,BSE
RAMINFO LIMITED,RAMINFO.BO,BSE
Sunil Agro Foods ltd.,SUNILAGR.BO,BSE
Diana Tea Co.Ltd.,DIANATEA.BO,BSE
Vikas EcoTech Limited,VIKASECO.BO,BSE
Indian Oil Corporation Ltd.,IOC.BO,BSE
Alfa Ica (India) Ltd,ALFAICA.BO,BSE
Shri Keshav Cements and Infra Limited,SKCIL.BO,BSE
India Home Loan Limited,INDIAHOME.BO,BSE
JPT Securities Ltd.,JPTSEC.BO,BSE
Roopa Industries Ltd.,ROOPAIND.BO,BSE
Sarthak Global Ltd.,SARTHAKGL.BO,BSE
Unique Organics Ltd.,UNIQUEO.BO,BSE
Balaji Amines Ltd.,BALAMINES.BO,BSE
Swarna Securities Ltd.,SWRNASE.BO,BSE
Sun Granite Export Limited,SUNGRAN.BO,BSE
Venmax Drugs And Pharmaceuticals Ltd,VENMAX.BO,BSE
Arihants Securities ltd.,ARISE.BO,BSE
Visagar Financial Services Ltd,VISAGAR.BO,BSE
Libord Securities Ltd.,LIBORD.BO,BSE
Bharat Textiles & Proofing Industri,BHATEXT.BO,BSE
Regal Entertainment & Consultants Ltd.,REGAL.BO,BSE
ERAAYA LIFESPACES LIMITED,ERAAYA.BO,BSE
Swadha Nature Limited,SWADHATURE.BO,BSE
Competent Automobiles Co. Ltd.,COMPEAU.BO,BSE
Dhanvantri Jeevan Rekha Ltd.,ZDHJERK.BO,BSE
Advance PowerInfra Tech Limited,ADVPOWER.BO,BSE
Neelkanth Rockminerals ltd.,NEELKAN.BO,BSE
Vintage Securities Ltd.,VINTAGES.BO,BSE
Oswal Overseas Ltd,OSWALOR.BO,BSE
Contil India Limited,CONTILI.BO,BSE
Vijay Solvex Ltd.,VIJSOLX.BO,BSE
Shri Krishna Devcon Limited,SHRIKRISH.BO,BSE
Alankit Limited,ALANKIT.BO,BSE
Nihar Info Global Ltd.,NIHARINF.BO,BSE
Lakhani India Ltd.,LAKHANI.BO,BSE
United Credit ltd.,UNITDCR.BO,BSE
OM INFRA LIMITED,OMINFRAL.BO,BSE
Checkpoint Trends Limited,CHECKPOINT.BO,BSE
Ishan Dyes & Chemicals Ltd.,ISHANCH.BO,BSE
Gothi Plascon (India) Ltd.,GOTHIPL.BO,BSE
BALU FORGE INDUSTRIES LIMITED,BALUFORGE.BO,BSE
Ceenik Exports (india) Ltd.,CEENIK.BO,BSE
Patel Engineering Ltd,PATELENG.BO,BSE
Virtualsoft Systems Ltd.,VIRTUALS.BO,BSE
MENA MANI INDUSTRIES LIMITED,MENAMANI.BO,BSE
Inani Marbles & Industries Ltd.,INANI.BO,BSE
Gemstone Investments Ltd.,GEMSI.BO,BSE
El Forge Ltd.,ELFORGE.BO,BSE
Medicamen Biotech Ltd.,MEDICAMEQ.BO,BSE
Alicon Castalloy Limited,ALICON.BO,BSE
Enchante Jewellery Ltd.,ENCHANTE.BO,BSE
Diligent Industries Limited,DILIGENT.BO,BSE
BPL Ltd.,BPLIMTD.BO,BSE
Epsom Properties Limited,EPSOMPRO.BO,BSE
Alfavision Overseas (India) Ltd.,ALFAVIO.BO,BSE
Organic Coatings Ltd.,ORGCOAT.BO,BSE
Catvision Limited,CATVISION.BO,BSE
ABM Knowledgeware Ltd.,ABMKNO.BO,BSE
Emami Ltd,EMAMILTD.BO,BSE
Kemistar Corporation Limited,KEMISTAR.BO,BSE
Laser Diamonds Ltd.,LADIAMO.BO,BSE
Associated Ceramics Ltd.,ASSOCER.BO,BSE
SKP Securities Ltd.,SKPSEC.BO,BSE
Devika Proteins Ltd.,DEVIKA.BO,BSE
Syschem (India) Ltd.,SYSCHEM.BO,BSE
BLS Infotech Limited,BLSINFOTE.BO,BSE
Mefcom Capital Markets Ltd.,MEFCOMCAP.BO,BSE
Hemang Resources Limited,HEMANG.BO,BSE
Arman Financial Services Limited,ARMANFIN.BO,BSE
Tavernier Resources Limited,TAVERNIER.BO,BSE
Filtron Engineers Ltd.,FILTRON.BO,BSE
