name,tag,market
UCAL LIMITED,UCAL.BO,BSE
Varun Shipping Co. Ltd.,VARUNSHIP.BO,BSE
Harrisons Malayalam Ltd.,HARRMALAYA.BO,BSE
Federal Bank Ltd.,FEDERALBNK.BO,BSE
TATA STEEL LIMITED,TATASTEEL.BO,BSE
SKF India Ltd.,SKFINDIA.BO,BSE
Ashok Leyland Ltd.,ASHOKLEY.BO,BSE
Cummins India Ltd.,CUMMINSIND.BO,BSE
Tata Communications Limited,TATACOMM.BO,BSE
Abbott India Ltd.,ABBOTINDIA.BO,BSE
Bajaj Holdings & Investment Limited,BAJAJHLDNG.BO,BSE
Bharat Forge Ltd,BHARATFORG.BO,BSE
Escorts Kubota Limited,ESCORTS.BO,BSE
Hindustan Motors Ltd.,HINDMOTORS.BO,BSE
Larsen & Toubro Limited,LT.BO,BSE
Mahindra & Mahindra Ltd.,M&M.BO,BSE
Bosch Ltd,BOSCHLTD.BO,BSE
Premier Limited,PREMIER.BO,BSE
Bharat Petroleum Corpn. Ltd.,BPCL.BO,BSE
Siemens Ltd.,SIEMENS.BO,BSE
Tata Motors Ltd.,TATAMOTORS.BO,BSE
Voltas Ltd.,VOLTAS.BO,BSE
Great Eastern Shipping Co. Ltd.,GESHIP.BO,BSE
Deepak Fertilizers &Petrochemicals,DEEPAKFERT.BO,BSE
Excell Industries Ltd.,EXCELINDUS.BO,BSE
GARWARE HI-TECH FILMS LIMITED,GRWRHITECH.BO,BSE
GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO.BO,BSE
Gujarat Narmada Valley Fert.Co.Ltd,GNFC.BO,BSE
Novartis India Limited.,NOVARTIND.BO,BSE
Sanofi India Ltd,SANOFI.BO,BSE
Pfizer Ltd.,PFIZER.BO,BSE
Gujarat State Fertilizers & Chem.Ltd,GSFC.BO,BSE
Hindustan Unilever Ltd.,HINDUNILVR.BO,BSE
Akzo Nobel India Limited,AKZOINDIA.BO,BSE
Futura Polyesters Ltd.,FUTURAPOLY.BO,BSE
NOCIL Ltd,NOCIL.BO,BSE
Tata Chemicals Ltd,TATACHEM.BO,BSE
Tamilnadu Petroproducts Ltd,TNPETRO.BO,BSE
Zuari Industries Limited,ZUARIIND.BO,BSE
Nestle India Ltd.,NESTLEIND.BO,BSE
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM.BO,BSE
Asian Paints Ltd.,ASIANPAINT.BO,BSE
Britannia Industries Ltd.,BRITANNIA.BO,BSE
Colgate-Palmolive (India) Ltd.,COLPAL.BO,BSE
EIH Ltd,EIHOTEL.BO,BSE
Indian Hotels Co. Ltd,INDHOTEL.BO,BSE
Castrol India Ltd,CASTROLIND.BO,BSE
ITC Ltd,ITC.BO,BSE
Apollo Tyres Ltd,APOLLOTYRE.BO,BSE
Ceat Ltd.,CEATLTD.BO,BSE
Modi Rubber Ltd.,MODIRUBBER.BO,BSE
Finolex Industries Ltd.,FINPIPE.BO,BSE
Value Industries Limited,VALUEIND.BO,BSE
Sunrise Industrial Traders Ltd.,SUNRINV.BO,BSE
Gold Rock Investments Ltd.,ZGOLDINV.BO,BSE
Peoples Investments Ltd.,PEOPLIN.BO,BSE
Dalal Street Investments Ltd.,DSINVEST.BO,BSE
Centrum Capital Limited,CENTRUM.BO,BSE
Kartik Investments Trust Ltd.,KARTKIN.BO,BSE
TCI Finance Limited,TCIFINANCE.BO,BSE
Kratos Energy & Infrastructure Limited,KRATOSENER.BO,BSE
ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH.BO,BSE
Industrial Investment Trust Ltd.,IITL.BO,BSE
Industrial & Prudential Inv. Co. Lt,INDPRUD.BO,BSE
Tata Investment Corporation Ltd.,TATAINVEST.BO,BSE
Jayabharat Credit Ltd.,JAYBHCR.BO,BSE
PRISMX GLOBAL VENTURES LIMITED,PRISMX.BO,BSE
Motor & General Finance (M.G.F.) Lt,MOTOGENFIN.BO,BSE
Rapid Investments Ltd.,RAPIDIN.BO,BSE
Walchand Peoplefirst Limited,WALCHPF.BO,BSE
Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA.BO,BSE
W.H. Brady & Co. Ltd.,WHBRADY.BO,BSE
TechNVision Ventures Limited,TECHNVISN.BO,BSE
Shaily Engineering Plastics Ltd.,SHAILY.BO,BSE
Bombay Burmah Trading Corpn. Ltd.,BBTC.BO,BSE
Bombay Cycle & Motor Agency Ltd.,BOMBCYC.BO,BSE
Greaves Cotton Ltd.,GREAVESCOT.BO,BSE
Muller & Phipps (India) Ltd.,MULLER.BO,BSE
SPRINGFORM TECHNOLOGY LIMITED,SFTL.BO,BSE
Amalgamated Electricity Co. Ltd.,AMALGAM.BO,BSE
Anand Projects Ltd,ANANDPROJ.BO,BSE
India Nivesh Limited,INDIANVSH.BO,BSE
Central Provinces Railways Co. Ltd.,CENTPROV.BO,BSE
Coastal Corporation Limited,COASTCORP.BO,BSE
Chowgule Steamships Ltd.,CHOWGULSTM.BO,BSE
Global Offshore Services Ltd,GLOBOFFS.BO,BSE
Dhenu Buildcon Infra Limited,DHENUBUILD.BO,BSE
ASI INDUSTRIES LIMITED,ASIIL.BO,BSE
Sagar Cements Ltd,SAGCEM.BO,BSE
Hemadri Cements Limited,HEMACEM.BO,BSE
Deccan Cements Ltd.,DECCANCE.BO,BSE
Mangalam Cement Ltd.,MANGLMCEM.BO,BSE
NCL Industries Limited,NCLIND.BO,BSE
Saurashtra Cement Limited,SAURASHCEM.BO,BSE
Shree Digvijay Cement Co. Ltd.,SHREDIGCEM.BO,BSE
Bombay Potteries & Tiles Ltd.,BOMBPOT.BO,BSE
BOROSIL RENEWABLES LIMITED,BORORENEW.BO,BSE
Excel Glasses Ltd.,XCLGLASS.BO,BSE
LERTHAI FINANCE LIMITED,LERTHAI.BO,BSE
Neycer India Ltd.,NEYCERI.BO,BSE
Raasi Refractories Limited.,RASSIREF.BO,BSE
Triveni Glass Ltd.,TRIVENIGQ.BO,BSE
Nilachal Refractories Ltd.,NILACHAL.BO,BSE
ANDHRA PAPER LIMITED,ANDHRAPAP.BO,BSE
Balkrishna Industries Ltd.,BALKRISIND.BO,BSE
Ellora Paper Mills Ltd.,ELLOPAP.BO,BSE
Mysore Paper Mills Limited,MYSPAPE.BO,BSE
Orient Paper & Industries Ltd.,ORIENTPPR.BO,BSE
Citadel Realty And Developers Limited,CITADEL.BO,BSE
Rollatainters Ltd.,ROLLT.BO,BSE
Seshasayee Paper & Boards Ltd.,SESHAPAPER.BO,BSE
Dhampur Sugar (Kashipur) Ltd.,DHAMSUGR.BO,BSE
NATH INDUSTRIES LIMITED,NATHIND.BO,BSE
VAPI ENTERPRISE LIMITED,VAPIENTER.BO,BSE
Blue Blends (India) Ltd,BLUBLND-B.BO,BSE
DCM Ltd.,DCM.BO,BSE
Gaekwar Mills Ltd.,ZGAEKWAR.BO,BSE
Forbes & Company Ltd,FORBESCO.BO,BSE
H.P. Cotton Textile Mills Ltd.,HPCOTTON.BO,BSE
United Interactive Limited,UNITEDINT.BO,BSE
JAMSHRI REALTY LIMITED,JAMSHRI.BO,BSE
Katare Spinning Mills Ltd.,KATRSPG.BO,BSE
Kesoram Industries Ltd,KESORAMIND.BO,BSE
Lakshmi Mills Company ltd,LAKSHMIMIL.BO,BSE
Vardhman Textiles Limted,VTL.BO,BSE
Peninsula Land Limited,PENINLAND.BO,BSE
Pasupati Spg. & Wvg. Mills Ltd.,PASUSPG.BO,BSE
The Phoenix Mills Ltd.,PHOENIXLTD.BO,BSE
Marathon Nextgen Realty Ltd,MARATHON.BO,BSE
Raja Bahadur International Ltd,RAJABAH.BO,BSE
Reliance Chemotex Industries Ltd.,RELCHEMQ.BO,BSE
Ruby Mills Ltd.,RUBYMILLS.BO,BSE
Shree Ram Urban Infrastructure Ltd,SHREERAM.BO,BSE
Simplex Realty Limited,SIMPLXREA.BO,BSE
Super Syncotex (India) Ltd.,SUPERSYN.BO,BSE
Swan Energy Ltd.,SWANENERGY.BO,BSE
Victoria Mills Ltd.,VICTMILL.BO,BSE
S.V. Trading & Agencies Ltd.,ZSVTRADI.BO,BSE
Svaraj Trading & Agencies Ltd.,ZSVARAJT.BO,BSE
Kshitij Investments Ltd,KSHITIJ.BO,BSE
Shree Salasar Investment Ltd.,SALSAIN.BO,BSE
Indsoya Limited,INDSOYA.BO,BSE
Zodiac Ventures Limited,ZODIACVEN.BO,BSE
Veer Energy & Infrastructure Limited,VEERENRGY.BO,BSE
SW Investments Limited,SW1.BO,BSE
Tilak Ventures Limited,TILAK.BO,BSE
Unijolly Investments Co. Ltd.,UNIJOLL.BO,BSE
Wagend Infra Venture Limited,WAGEND.BO,BSE
Elcid Investments Ltd.,ELCIDIN.BO,BSE
Mediaone Global Entertainment Limited,MEDIAONE.BO,BSE
Healthy Investments Ltd.,HEALINV.BO,BSE
Sahara One Media And Entertainment Limited,SAHARA.BO,BSE
Shreenath Investments Co. Ltd.,SHRENTI.BO,BSE
Banswara Syntex Ltd.,BANSWRAS.BO,BSE
Modella Woollens Ltd.,MODWOOL.BO,BSE
Modipon Ltd.,MODIPON.BO,BSE
Shri Dinesh Mills Ltd.,SHRIDINE.BO,BSE
SRF Ltd.,SRF.BO,BSE
Siyaram Silk Mills Ltd.,SIYSIL.BO,BSE
Swadeshi Polytex Ltd.,SWADPOL.BO,BSE
Shree Rajasthan Syntex Ltd.,SHRAJSYNQ.BO,BSE
Shree Manufacturing Co. Ltd.,SHRMFGC.BO,BSE
Satyam Silk Mills Ltd,ZSATYASL.BO,BSE
Bharat Bijlee Ltd.,BBL.BO,BSE
Elpro International Ltd.,ELPROINTL.BO,BSE
GEE Ltd.,GEE.BO,BSE
Hind Rectifiers Ltd.,HIRECT.BO,BSE
Indo National Limited,NIPPOBATRY.BO,BSE
Zensar Technologies Ltd.,ZENSARTECH.BO,BSE
Jyoti Ltd.,JYOTI.BO,BSE
JSL Industries Ltd.,JSLINDL.BO,BSE
Kaycee Industries Ltd.,KAYCEEI.BO,BSE
Indokem Ltd,INDOKEM.BO,BSE
Panasonic Energy India Co. Ltd.,PANAENERG.BO,BSE
Nelco Ltd,NELCO.BO,BSE
Permanent Magnets Ltd.,PERMAGN.BO,BSE
High Energy Batteries (India) Ltd.,HIGHENE.BO,BSE
Standard Batteries Ltd.,STDBAT.BO,BSE
Universal Cables Ltd.,UNIVCABLES.BO,BSE
W.S. Industries (India) Ltd.,WSI.BO,BSE
Willard India Ltd.,WILLARD.BO,BSE
Delton Cables Ltd.,DLTNCBL.BO,BSE
Deltron Ltd,DELTRON.BO,BSE
Lakshmi Electrical Control Systems,LAKSELEC.BO,BSE
MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,MODULEX.BO,BSE
DELTA MANUFACTURING LIMITED ,DELTAMAGNT.BO,BSE
Longspur International Ventures Limited,LONGSPUR.BO,BSE
RAVINDRA ENERGY LIMITED,RELTD.BO,BSE
RRP SEMICONDUCTOR LIMITED,RRP.BO,BSE
Empower India Limited,EMPOWER.BO,BSE
Multipurpose Trading & Agencies Ltd,ZMULTIPU.BO,BSE
Ridhi Synthetics Ltd.,RIDHISYN.BO,BSE
Grandma Trading & Agencies Ltd.,GRANDMA.BO,BSE
Ardi Investment & Trading Ltd.,ZARDIINV.BO,BSE
Softbpo Global Services Ltd.,SOFTBPO.BO,BSE
Nyssa Corporation Limited,NYSSACORP.BO,BSE
FLOMIC GLOBAL LOGISTICS LIMITED,FLOMIC.BO,BSE
Krishna Ventures Limited,KRISHNA.BO,BSE
Ganesh Holding Ltd.,GANHOLD.BO,BSE
SJ Corporation Limited,SJCORP.BO,BSE
Uni-Abex Alloy Products Ltd.,UNIABEXAL.BO,BSE
Sarda Energy & Minerals Ltd,SARDAEN.BO,BSE
Bhagwati Autocast Limited,BGWTATO.BO,BSE
Bombay Wire Ropes Ltd.,BOMBWIR.BO,BSE
Galada Power & Communication Ltd.,GALADA.BO,BSE
Gontermann Peipers (India) Ltd.,GONTER.BO,BSE
AZAD INDIA MOBILITY LIMITED,AZADIND.BO,BSE
Indian Hume Pipe Co. Ltd.,INDIANHUME.BO,BSE
Indian Link Chain Mnfrs. Ltd.,INLCM.BO,BSE
Investment & Precision Castings Ltd,INVPRECQ.BO,BSE
Informed Technologies India Ltd.,INFORTEC.BO,BSE
Kaira Can Co. Ltd.,KAIRA.BO,BSE
Orissa Sponge Iron And Steel Limited,ORISSASP.BO,BSE
ORIENT CERATECH LIMITED,ORIENTCER.BO,BSE
National Standard (India) Limited,NATIONSTD.BO,BSE
Rathi Steel & Power Ltd,RATHIST.BO,BSE
Duncan Engineering Limited,DUNCANENG.BO,BSE
Sandur Manganese & Iron Ores Ltd.,SANDUMA.BO,BSE
Stovec Industries Ltd.,STOVACQ.BO,BSE
Stewarts & Lloyds of India Ltd.,STEWARTQ.BO,BSE
Tayo Rolls Ltd.,TATAYODOGA.BO,BSE
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG.BO,BSE
Welcast Steels Ltd.,ZWELCAST.BO,BSE
Western Ministil Ltd.,WMINIMT.BO,BSE
Automotive Axles Ltd.,AUTOAXLES.BO,BSE
Atlas Cycles (Haryana) Ltd.,ATLASCYCLE.BO,BSE
Automobile Products of India Ltd.,AUTOPRD.BO,BSE
Automobile Corpn. of Goa Ltd.,ACGL.BO,BSE
Setco Automotive Limited,SETCO.BO,BSE
India Radiators Ltd.,INRADIA.BO,BSE
Talbros Automotive Components Ltd.,TALBROAUTO.BO,BSE
Z.F. Steering Gear (India) Limited,ZFSTEERING.BO,BSE
SML ISUZU LIMITED,SMLISUZU.BO,BSE
TIL Ltd.,TIL.BO,BSE
Eicher Motors Ltd.,EICHERMOT.BO,BSE
JAINEX AAMCOL LTD.,JAINEX.BO,BSE
Alfred Herbert (India) Ltd.,ALFREDHE.BO,BSE
Veljan Denison Limited,VELJAN.BO,BSE
Dynamatic Technologies Ltd.,DYNAMATECH.BO,BSE
G. G. Dandekar Properties Limited,GGDPROP.BO,BSE
GMM Pfaudler Ltd.,GMMPFAUDLR.BO,BSE
Kirloskar Pneumatic Co.Ltd.,KIRLPNU.BO,BSE
Tulive Developers Limited,TULIVE.BO,BSE
KPT INDUSTRIES LIMITED,KPT.BO,BSE
Lakshmi Automatic Loom Works Ltd.,LXMIATO.BO,BSE
Lynx Machinery & Commercials Ltd.,LYNMC.BO,BSE
Manugraph India Ltd,MANUGRAPH.BO,BSE
HARSHIL AGROTECH LIMITED,HARSHILAGR.BO,BSE
Monotype India Ltd.,MONOT.BO,BSE
Nesco Ltd,NESCO.BO,BSE
Integra Engineering India Ltd.,INTEGRAEN.BO,BSE
SEMAC CONSULTANTS LIMITED,SEMAC.BO,BSE
Texmaco Infrastructure & Holdings Ltd,TEXINFRA.BO,BSE
Wendt (India) Ltd.,WENDT.BO,BSE
PS IT Infrastructure & Services Limited,PSITINFRA.BO,BSE
Sindu Valley Technologies Ltd.,SINDUVA.BO,BSE
Responsive Industries Ltd,RESPONIND.BO,BSE
Shyamkamal Investments Ltd.,SHYMINV.BO,BSE
HEM Holdings and Trading Ltd.,ZHEMHOLD.BO,BSE
Maharashtra Corporation Ltd.,MAHACORP.BO,BSE
DOLAT ALGOTECH LIMITED,DOLATALGO.BO,BSE
WESTLIFE FOODWORLD LIMITED,WESTLIFE.BO,BSE
Zee Entertainment Enterprises Ltd.,ZEEL.BO,BSE
Kovalam Inv. & Trading Co.Ltd.,ZKOVALIN.BO,BSE
SVP GLOBAL TEXTILES LIMITED,SVPGLOB.BO,BSE
Multiplus Holdings Ltd.,MULTIIN.BO,BSE
Skyline Millars Ltd,SKYLMILAR.BO,BSE
Asian Bearings Ltd.,ASIANBRG.BO,BSE
Bimetal Bearings Ltd,BIMETAL.BO,BSE
Taparia Tools Ltd.,TAPARIA.BO,BSE
Bharat Gears Ltd.,BHARATGEAR.BO,BSE
Brady & Morris Engineering Co. Ltd.,BRADYM.BO,BSE
La Tim Metal & Industries Limited,LATIMMETAL.BO,BSE
Elecon Engineering Co.Ltd.,ELECON.BO,BSE
Deccan Bearings Ltd.,DECANBRG.BO,BSE
Grauer & Weil (India) Ltd.,GRAUWEIL.BO,BSE
Gajra Bevel Gears Ltd.,GAJRA.BO,BSE
HIM TEKNOFORGE LIMITED,HIMTEK.BO,BSE
Gabriel India Ltd.,GABRIEL.BO,BSE
Hercules Hoists Ltd.,HERCULES.BO,BSE
ALGOQUANT FINTECH LIMITED,AQFINTECH.BO,BSE
IFB Industries Limited,IFBIND.BO,BSE
Singer India Limited,SINGER.BO,BSE
International Combustion (India) Lt,INTLCOMBQ.BO,BSE
Federal-Mogul Goetze (India) Ltd,FMGOETZE.BO,BSE
Josts Engineering Co. Ltd.,JOSTS.BO,BSE
Schaeffler India Limited,SCHAEFFLER.BO,BSE
Mipco Seamless Rings (Gujarat) Ltd.,MPCOSEMB.BO,BSE
Rane Holdings Ltd.,RANEHOLDIN.BO,BSE
Rolcon Engineering Co. Ltd.,ROLCOEN.BO,BSE
SNL Bearings Ltd.,SNL.BO,BSE
Jaipan Industries Ltd,JAIPAN.BO,BSE
Mangal Credit and Fincorp Limited,MANCREDIT.BO,BSE
TRF Ltd,TRF.BO,BSE
WPIL Ltd,WPIL.BO,BSE
Kennametal India Limtied,KENNAMET.BO,BSE
HINDUSTAN HARDY LIMITED,HINDHARD.BO,BSE
Triton Valves Ltd.,TRITONV.BO,BSE
Sudal Industries Limited,SUDAI.BO,BSE
Prakash Industries Ltd.,PRAKASH.BO,BSE
HARIYANA VENTURES LIMITED,HVL.BO,BSE
Prabhu Steel Industries Ltd.,ZPRBHSTE.BO,BSE
Arshiya Limited,ARSHIYA.BO,BSE
Grindwell Norton Ltd.,GRINDWELL.BO,BSE
Lakshmi Precision Screws Ltd.,LAKPRE.BO,BSE
Victoria Enterprises Limited,VICTENT.BO,BSE
Stanrose Mafatlal Investments & Fin,STANROS.BO,BSE
Genesys International Corporation Ltd.,GENESYS.BO,BSE
Alna Trading & Exports Ltd.,ALNATRD.BO,BSE
Kairosoft AI Solutions Limited,VOLKAI.BO,BSE
Parnax Lab Limited,PARNAXLAB.BO,BSE
GOURMET GATEWAY INDIA LIMITED,GOURMET.BO,BSE
Visagar Polytex Ltd,VIVIDHA.BO,BSE
ASIS LOGISTICS LIMITED,ASISL.BO,BSE
Ishwarshakti Holdings & Traders Ltd,ISHWATR.BO,BSE
Terraform Magnum Limited,TERRAFORM.BO,BSE
Apis India Ltd,APIS.BO,BSE
Velox Shipping and Logistics Limited,VELOX.BO,BSE
EMERGENT INDUSTRIAL SOLUTIONS LIMITED,EMERGENT.BO,BSE
Kanani Industries Ltd,KANANIIND.BO,BSE
GALAXY CLOUD KITCHENS LIMITED,GCKL.BO,BSE
Sarvamangal Mercantile Co. Ltd.,ZSARVAMA.BO,BSE
Arihant Superstructures Limited,ARIHANTSUP.BO,BSE
Viksit Engineering Ltd,VIKSHEN.BO,BSE
Bliss GVS Pharma Limited,BLISSGVS.BO,BSE
Styrenix Performance Materials Limited,STYRENIX.BO,BSE
Alembic  Ltd,ALEMBICLTD.BO,BSE
Amines & Plasticizers Ltd,AMNPLST.BO,BSE
Anuh Pharma Ltd.,ANUHPHR.BO,BSE
MODISON LIMITED,MODISONLTD.BO,BSE
Bayer CropScience Limited.,BAYERCROP.BO,BSE
Sashwat Technocrats Limited,SASHWAT.BO,BSE
Chemo Pharma Laboratories Ltd.,CHEMOPH.BO,BSE
Citurgia Biochemicals Ltd.,CITURGIA.BO,BSE
Heubach Colorants India Limited,HEUBACHIND.BO,BSE
Coromandel International Limited,COROMANDEL.BO,BSE
Deepak Nitrite Limited,DEEPAKNTR.BO,BSE
DMCC SPECIALITY CHEMICALS LIMITED,DMCC.BO,BSE
FERMENTA BIOTECH LIMITED,FERMENTA.BO,BSE
GOCL Corporation Limited,GOCLCORP.BO,BSE
Jayshree Chemicals Ltd.,JAYCH.BO,BSE
Kanoria Chemicals & Industries Ltd.,KANORICHEM.BO,BSE
Keltech Energies Ltd.,KELENRG.BO,BSE
Kemp & Company Limited,KEMP.BO,BSE
Nitta Gelatin India Ltd,NITTAGELA.BO,BSE
M.P. Agro Industries Ltd.,MPAGI.BO,BSE
Oriental Carbon & Chemicals Ltd.,OCCL.BO,BSE
PB Global Limited,PBGLOBAL.BO,BSE
PCBL LIMITED,PCBL.BO,BSE
Amal Ltd,AMAL.BO,BSE
Polychem Ltd,POLYCHEM.BO,BSE
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM.BO,BSE
Gujchem Distillers India Ltd.,GUJCMDS.BO,BSE
Sadhana Nitrochem Ltd.,SADHNANIQ.BO,BSE
Sudarshan Chemical Indus. Ltd.,SUDARSCHEM.BO,BSE
Tecil Chemicals & Hydro Power Limit,TECILCHEM.BO,BSE
Ultramarine & Pigments Ltd.,ULTRAMAR.BO,BSE
Transpek Industry Ltd.,TRANSPEK.BO,BSE
Unichem Laboratories Ltd.,UNICHEMLAB.BO,BSE
Mysore Petro Chemicals Ltd.,MYSORPETRO.BO,BSE
Alkyl Amines Chemicals Ltd.,ALKYLAMINE.BO,BSE
TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,TUTIALKA.BO,BSE
AstraZeneca Pharma India Ltd.,ASTRAZEN.BO,BSE
Primo Chemicals Limited,PRIMO.BO,BSE
TANFAC Industries Ltd.,TANFACIND.BO,BSE
Gujarat Petrosynthese Ltd.,GUJPETR.BO,BSE
Swadeshi Industries Leasing Co. Ltd,SWADEIN.BO,BSE
Master Chemicals Ltd.,MASCH.BO,BSE
Gujarat Themis Biosyn Ltd.,GUJTHEM.BO,BSE
Saptak Chem And Business Limited,SCBL.BO,BSE
Jaysynth Dyestuff (India) Ltd.,JAYSYN.BO,BSE
Makers Laboratories Ltd.,MAKERSL.BO,BSE
Continental Chemicals Ltd.,CONTCHM.BO,BSE
J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM.BO,BSE
Indo Gulf Industries  Ltd.,IGLFXPL-B.BO,BSE
Advance Petrochemicals Ltd.,ADVPETR-B.BO,BSE
B&B Realty Limited,BBREALTY.BO,BSE
Rajasthan Petro Synthetics Ltd.,RAJSPTR.BO,BSE
Apt Packaging Ltd,APTPACK.BO,BSE
Blue Chip Tex Industries Ltd.,BLUECHIPT.BO,BSE
Jagatjit Industries Ltd.,JAGAJITIND.BO,BSE
Kesar Enterprises Ltd.,KESARENT.BO,BSE
Tilaknagar Industries Ltd,TI.BO,BSE
Emerald Leisures Limited,EMERALL.BO,BSE
The Ravalgaon Sugar Farm Limited,RAVALSUGAR.BO,BSE
Sakthi Sugars Ltd.,SAKHTISUG.BO,BSE
Walchandnagar Industries Ltd,WALCHANNAG.BO,BSE
Khoday India Ltd.,KHODAY.BO,BSE
IFB Agro Industries Ltd,IFBAGRO.BO,BSE
Dharani Sugars & Chemicals Ltd,DHARSUGAR.BO,BSE
Kothari Fermanatation & Biochem Ltd,KFBL.BO,BSE
Caprolactam Chemicals ltd.,CAPRO.BO,BSE
G.M. Breweries Ltd.,GMBREW.BO,BSE
Rana Sugars Ltd.,RANASUG.BO,BSE
Piccadily Sugar  & Allied Ltd.,PICCASUG.BO,BSE
Riga Sugar Company Ltd.,RIGASUG.BO,BSE
Som Distilleries & Breweries Ltd.,SDBL.BO,BSE
C.J. Gelatine Products Ltd.,CJGEL.BO,BSE
Superstar Distilleries And Foods Lt,SUPDF.BO,BSE
Associated Alcohols & Breweries Ltd,ASALCBR.BO,BSE
KUNDAN MINERALS AND METALS LIMITED,KUNDANMM.BO,BSE
THAKKERS GROUP LIMITED,THAKKERS.BO,BSE
Coromandel Agro Products & Oils Ltd,CORAGRO.BO,BSE
Foods & Inns Ltd.,FOODSIN.BO,BSE
IVP Ltd.,IVP.BO,BSE
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM.BO,BSE
Olympic Oil Industries Ltd.,OLYOI.BO,BSE
Milkfood Ltd.,MLKFOOD.BO,BSE
Polson Ltd.,POLSON.BO,BSE
Sagar Soya Products Ltd.,SAGRSOY-B.BO,BSE
Wipro  Ltd.,WIPRO.BO,BSE
Orient Beverages Ltd.,ORIBEVER.BO,BSE
Dhanuka Agritech Ltd.,DHANUKA.BO,BSE
TTK Healthcare Ltd.,TTKHLTCARE.BO,BSE
TGV SRAAC LIMITED,TGVSL.BO,BSE
Lime Chemicals Ltd.,LIMECHM.BO,BSE
Kanpur Plastipack Limited,KANPRPLA.BO,BSE
Tainwala Chemicals & Plastics Ltd,TAINWALCHM.BO,BSE
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.BO,BSE
Khaitan Chemicals & Fertilizers Ltd,KHAICHEM.BO,BSE
United Leasing & Industries Ltd,UNTTEMI.BO,BSE
National Oxygen Ltd.,NOL.BO,BSE
Gillette India Ltd.,GILLETTE.BO,BSE
Wires & Fabriks (SA) Ltd.,WIREFABR.BO,BSE
ANSAL HOUSING LIMITED,ANSALHSG.BO,BSE
Computer Point Ltd.,COMPUPN.BO,BSE
Mac Charles (India) Ltd.,MCCHRLS-B.BO,BSE
Addi Industries Ltd.,ADDIND.BO,BSE
Pioneer Investcorp Ltd,PIONRINV.BO,BSE
Ashnoor Textiles Mills Ltd.,ASHNOOR.BO,BSE
Unitech Ltd.,UNITECH.BO,BSE
V.I.P. Industries Ltd.,VIPIND.BO,BSE
Winsome Diamonds and Jewellery Limited,WINSOMEDJ.BO,BSE
FIBERWEB (INDIA) LTD.,FIBERWEB.BO,BSE
LKP Finance Limited,LKPFIN.BO,BSE
East Buildtech Limited,EASTBUILD.BO,BSE
Manipal Finance Corporation Ltd.,MNPLFIN.BO,BSE
Bajaj Steel Industries Ltd.,BAJAJST.BO,BSE
Kiduja  India  Ltd,KIDUJA.BO,BSE
Key Corp Ltd,KEYCORP.BO,BSE
Shikhar Leasing and Trading Ltd.,SHIKHARLETR.BO,BSE
Gujarat Hotels Ltd.,GUJHOTE.BO,BSE
Rajath Finance Limited,RAJATH.BO,BSE
Ras Resorts & Apart Hotels Ltd.,RASRESOR.BO,BSE
Jolly Plastic Industries Ltd.,JOLYPLS.BO,BSE
Paramount Cosmetics (India) Ltd,PARMCOS-B.BO,BSE
Jindal Hotels Ltd.,JINDHOT.BO,BSE
SER Industries Ltd,SERIND.BO,BSE
Jupiter Industries & Leasing Ltd.,JPTRLES.BO,BSE
Simmonds-Marshall Ltd,SIMMOND.BO,BSE
B & A Ltd.,BNALTD.BO,BSE
Hawkins Cooker Ltd.,HAWKINCOOK.BO,BSE
Warren Tea Ltd.,WARRENTEA.BO,BSE
Cochin Malabar Estates & Indus. Ltd,COCHMAL.BO,BSE
Best Eastern Hotels Limited,BESTEAST.BO,BSE
Neelamalai Agro Industries Ltd.,NEAGI.BO,BSE
IST Limited,ISTLTD.BO,BSE
Cosmo First Limited,COSMOFIRST.BO,BSE
Diamant Infrastructure Limited,DIAMANT.BO,BSE
New Markets Advisory Ltd,NEWMKTADV.BO,BSE
Apollo Hospitals Enterprises Ltd.,APOLLOHOSP.BO,BSE
Nitin Castings Limited,NITINCAST.BO,BSE
SMIFS Capital Markets Ltd.,SMIFS.BO,BSE
Everest Industries Ltd.,EVERESTIND.BO,BSE
IRONWOOD EDUCATION LIMITED,IRONWOOD.BO,BSE
MSR India Limited,MSRINDIA.BO,BSE
AVISHKAR INFRA REALTY LIMITED,AIRLTD.BO,BSE
AYM Syntex Limited,AYMSYNTEX.BO,BSE
Panasonic Carbon India Co.Ltd,PANCARBON.BO,BSE
Finkurve Financial Services Limited,FINKURVE.BO,BSE
HB Leasing & Finance Co. Ltd.,HBLEAS.BO,BSE
Shricon Industries Ltd.,SHRICON.BO,BSE
TRUSTWAVE SECURITIES LIMITED,TRUSTWAVE.BO,BSE
